transaction_id,transaction_date_key,customer_id,account_id,product_id,branch_id,transaction_type_id,currency_id,channel_id,region_id,employee_id,risk_score_id,merchant_id,loan_type_id,fraud_status_id,payment_mode_id,time_id,tax_code_id,credit_rating_id,investment_plan_id,policy_id,amount
T9246,20241122,C100,A101,P104,B100,TT1,CUR5,CH5,R1,E5,RS1,M4,LT1,FS2,PM3,T2,TX5,CR3,IP1,PO3,8160.5
T9247,20240903,C103,A101,P104,B104,TT1,CUR5,CH2,R2,E2,RS3,M2,LT2,FS2,PM2,T1,TX5,CR2,IP2,PO5,5220.68
T9248,20241218,C103,A102,P104,B102,TT4,CUR2,CH4,R5,E2,RS3,M5,LT4,FS5,PM3,T2,TX5,CR3,IP1,PO5,791.2
T9249,20240402,C101,A104,P101,B100,TT5,CUR3,CH4,R5,E4,RS2,M1,LT5,FS1,PM1,T2,TX3,CR4,IP4,PO3,1980.24
T9250,20240725,C101,A100,P102,B104,TT4,CUR4,CH3,R2,E5,RS5,M2,LT4,FS2,PM3,T2,TX4,CR1,IP3,PO5,1639.08
T9251,20241101,C104,A100,P104,B100,TT5,CUR2,CH4,R1,E1,RS4,M2,LT1,FS2,PM2,T4,TX3,CR3,IP1,PO2,294.88
T9252,20240817,C104,A101,P100,B100,TT5,CUR2,CH3,R2,E3,RS3,M3,LT3,FS2,PM5,T3,TX4,CR4,IP1,PO1,9348.31
T9253,20240206,C101,A103,P102,B101,TT3,CUR4,CH3,R5,E4,RS4,M4,LT3,FS4,PM1,T5,TX4,CR4,IP2,PO2,146.41
T9254,20240116,C104,A104,P104,B102,TT5,CUR2,CH1,R1,E5,RS2,M3,LT3,FS5,PM2,T5,TX5,CR2,IP2,PO5,9205.87
T9255,20241201,C103,A103,P102,B101,TT5,CUR2,CH4,R5,E1,RS5,M3,LT2,FS4,PM2,T3,TX3,CR3,IP4,PO5,585.15
T9256,20240208,C101,A104,P101,B102,TT4,CUR3,CH3,R2,E1,RS4,M1,LT4,FS2,PM4,T1,TX4,CR2,IP2,PO3,7745.88
T9257,20241128,C104,A100,P102,B104,TT5,CUR5,CH4,R2,E5,RS4,M4,LT4,FS4,PM3,T2,TX1,CR1,IP5,PO3,9220.57
T9258,20241113,C101,A103,P102,B102,TT3,CUR3,CH5,R3,E4,RS2,M4,LT1,FS3,PM2,T1,TX4,CR1,IP3,PO4,5652.8
T9259,20240824,C102,A104,P103,B103,TT2,CUR2,CH3,R1,E2,RS4,M2,LT3,FS2,PM5,T4,TX2,CR1,IP3,PO3,1950.68
T9260,20241031,C100,A100,P102,B102,TT1,CUR5,CH4,R1,E1,RS2,M1,LT4,FS2,PM4,T5,TX4,CR4,IP2,PO4,5489.42
T9261,20240513,C102,A102,P102,B104,TT3,CUR3,CH2,R3,E1,RS2,M3,LT1,FS4,PM5,T3,TX2,CR1,IP4,PO2,3315.07
T9262,20241017,C100,A103,P103,B101,TT4,CUR1,CH1,R4,E5,RS2,M2,LT2,FS5,PM3,T2,TX1,CR5,IP2,PO3,2858.66
T9263,20241211,C103,A101,P102,B102,TT5,CUR3,CH4,R2,E2,RS2,M4,LT3,FS4,PM3,T5,TX2,CR2,IP1,PO2,1596.36
T9264,20240414,C103,A102,P101,B101,TT2,CUR2,CH2,R1,E1,RS3,M3,LT3,FS5,PM3,T2,TX5,CR5,IP1,PO1,1213.72
T9265,20240908,C103,A101,P104,B104,TT1,CUR3,CH3,R1,E4,RS5,M2,LT4,FS2,PM4,T2,TX5,CR1,IP1,PO1,7726.85
T9266,20240524,C100,A101,P101,B101,TT2,CUR3,CH4,R2,E5,RS5,M5,LT3,FS3,PM3,T1,TX3,CR2,IP3,PO1,3699.69
T9267,20240725,C102,A103,P103,B104,TT5,CUR3,CH4,R1,E3,RS3,M4,LT4,FS4,PM5,T2,TX2,CR1,IP4,PO5,9379.16
T9268,20240209,C102,A100,P103,B102,TT5,CUR2,CH1,R2,E4,RS2,M5,LT5,FS1,PM5,T3,TX1,CR2,IP1,PO5,7148.02
T9269,20240319,C103,A100,P103,B104,TT2,CUR4,CH5,R4,E5,RS3,M4,LT3,FS3,PM2,T2,TX5,CR5,IP4,PO2,7865.61
T9270,20240503,C101,A104,P103,B103,TT1,CUR3,CH5,R1,E5,RS5,M4,LT2,FS5,PM1,T2,TX4,CR5,IP3,PO2,4210.23
T9271,20240806,C104,A101,P102,B103,TT3,CUR4,CH4,R3,E4,RS4,M2,LT4,FS5,PM4,T3,TX4,CR2,IP5,PO2,9556.17
T9272,20240808,C102,A100,P104,B102,TT3,CUR3,CH5,R3,E3,RS4,M5,LT1,FS5,PM4,T3,TX1,CR3,IP5,PO2,980.24
T9273,20240506,C101,A100,P102,B100,TT1,CUR1,CH1,R3,E4,RS3,M1,LT3,FS5,PM4,T2,TX5,CR4,IP1,PO3,9058.99
T9274,20240918,C103,A102,P102,B100,TT1,CUR5,CH5,R4,E2,RS3,M1,LT4,FS3,PM1,T2,TX3,CR2,IP3,PO5,9614.1
T9275,20240129,C103,A101,P103,B104,TT4,CUR3,CH1,R3,E1,RS3,M5,LT3,FS1,PM4,T4,TX5,CR3,IP5,PO4,2521.49
T9276,20241201,C100,A100,P104,B102,TT3,CUR2,CH2,R3,E2,RS4,M3,LT2,FS3,PM5,T2,TX3,CR5,IP1,PO5,2726.29
T9277,20240512,C103,A101,P102,B104,TT4,CUR1,CH1,R2,E4,RS3,M5,LT4,FS1,PM1,T1,TX4,CR3,IP1,PO4,7142.96
T9278,20241114,C104,A101,P102,B102,TT5,CUR3,CH4,R5,E3,RS4,M1,LT1,FS2,PM3,T4,TX2,CR3,IP1,PO1,2239.16
T9279,20240701,C103,A103,P102,B100,TT2,CUR3,CH3,R5,E3,RS3,M2,LT2,FS1,PM1,T3,TX5,CR4,IP5,PO2,5006.22
T9280,20240203,C103,A100,P100,B104,TT3,CUR1,CH1,R2,E1,RS3,M1,LT5,FS5,PM2,T5,TX3,CR2,IP5,PO4,8239.9
T9281,20240111,C101,A100,P102,B101,TT5,CUR4,CH3,R3,E5,RS3,M1,LT1,FS4,PM3,T2,TX5,CR3,IP4,PO5,2891.36
T9282,20240728,C100,A103,P104,B103,TT4,CUR5,CH2,R2,E4,RS1,M2,LT5,FS4,PM5,T2,TX2,CR4,IP3,PO1,8165.47
T9283,20240224,C100,A100,P101,B101,TT4,CUR4,CH5,R3,E4,RS1,M4,LT2,FS2,PM3,T4,TX2,CR3,IP2,PO1,2002.21
T9284,20241008,C104,A104,P102,B100,TT1,CUR3,CH3,R3,E4,RS1,M3,LT4,FS1,PM4,T5,TX5,CR1,IP4,PO2,8717.92
T9285,20241018,C102,A103,P103,B100,TT1,CUR1,CH1,R5,E4,RS5,M4,LT3,FS3,PM1,T1,TX3,CR4,IP4,PO2,2747.0
T9286,20240905,C100,A104,P103,B103,TT1,CUR1,CH5,R5,E5,RS1,M5,LT2,FS3,PM5,T3,TX1,CR4,IP4,PO2,9055.83
T9287,20240609,C101,A104,P103,B102,TT3,CUR5,CH3,R2,E3,RS3,M1,LT3,FS4,PM5,T1,TX4,CR5,IP2,PO5,4600.27
T9288,20240514,C102,A101,P101,B100,TT4,CUR2,CH2,R4,E3,RS4,M1,LT4,FS3,PM2,T2,TX5,CR1,IP1,PO2,6688.21
T9289,20240715,C102,A101,P104,B100,TT1,CUR5,CH2,R5,E5,RS3,M5,LT3,FS5,PM1,T4,TX3,CR3,IP3,PO3,4814.89
T9290,20241009,C102,A101,P103,B101,TT1,CUR4,CH2,R1,E3,RS5,M3,LT4,FS5,PM2,T2,TX4,CR4,IP2,PO3,7319.73
T9291,20241221,C101,A102,P101,B102,TT3,CUR4,CH1,R4,E1,RS5,M5,LT2,FS1,PM1,T5,TX5,CR4,IP4,PO1,6992.11
T9292,20240201,C103,A103,P103,B103,TT4,CUR4,CH5,R3,E1,RS4,M5,LT2,FS3,PM4,T5,TX5,CR5,IP2,PO1,21.3
T9293,20240326,C104,A100,P103,B102,TT1,CUR5,CH1,R2,E5,RS2,M4,LT1,FS4,PM5,T4,TX3,CR3,IP1,PO3,2002.15
T9294,20241206,C104,A102,P104,B103,TT3,CUR2,CH5,R2,E4,RS5,M3,LT4,FS2,PM2,T2,TX4,CR1,IP2,PO4,6822.5
T9295,20241110,C100,A104,P101,B104,TT4,CUR5,CH2,R5,E5,RS1,M5,LT2,FS1,PM2,T3,TX3,CR2,IP2,PO3,4462.49
T9296,20240803,C104,A104,P102,B103,TT2,CUR4,CH4,R4,E2,RS4,M2,LT1,FS1,PM3,T2,TX3,CR3,IP3,PO3,9349.66
T9297,20241207,C104,A103,P102,B100,TT5,CUR3,CH1,R1,E2,RS4,M4,LT4,FS4,PM1,T4,TX1,CR2,IP1,PO4,9882.91
T9298,20241023,C104,A101,P102,B103,TT5,CUR2,CH5,R1,E4,RS5,M2,LT1,FS5,PM3,T5,TX5,CR5,IP2,PO1,4783.34
T9299,20240425,C103,A101,P104,B100,TT4,CUR4,CH5,R2,E5,RS2,M5,LT5,FS3,PM2,T4,TX2,CR5,IP3,PO1,2931.43
T9300,20240818,C101,A101,P102,B100,TT5,CUR5,CH5,R4,E2,RS1,M4,LT2,FS3,PM3,T1,TX2,CR3,IP2,PO2,7277.44
T9301,20240304,C101,A102,P104,B100,TT2,CUR4,CH2,R4,E5,RS3,M2,LT1,FS5,PM2,T1,TX3,CR2,IP2,PO4,2520.42
T9302,20240522,C102,A101,P100,B103,TT4,CUR3,CH1,R3,E3,RS3,M1,LT5,FS4,PM1,T4,TX1,CR1,IP3,PO1,5618.8
T9303,20240904,C103,A103,P100,B102,TT4,CUR2,CH2,R2,E4,RS2,M5,LT2,FS3,PM4,T2,TX4,CR3,IP4,PO5,5011.22
T9304,20241031,C104,A104,P103,B102,TT1,CUR4,CH3,R1,E1,RS2,M3,LT5,FS4,PM2,T5,TX5,CR1,IP2,PO2,2779.0
T9305,20240919,C100,A102,P103,B102,TT2,CUR1,CH3,R3,E3,RS5,M2,LT5,FS5,PM3,T5,TX1,CR2,IP5,PO3,4092.26
T9306,20241003,C101,A101,P102,B100,TT5,CUR1,CH1,R4,E2,RS5,M1,LT2,FS1,PM3,T3,TX5,CR3,IP5,PO5,318.52
T9307,20240719,C102,A104,P100,B100,TT1,CUR1,CH3,R2,E4,RS4,M2,LT4,FS5,PM5,T2,TX5,CR1,IP3,PO3,3090.73
T9308,20241022,C101,A103,P101,B102,TT3,CUR5,CH4,R2,E1,RS1,M1,LT1,FS1,PM3,T4,TX5,CR4,IP3,PO5,1942.82
T9309,20240704,C100,A100,P104,B100,TT1,CUR3,CH1,R3,E4,RS2,M3,LT3,FS3,PM4,T2,TX3,CR2,IP5,PO4,2138.53
T9310,20240424,C101,A100,P104,B101,TT5,CUR4,CH4,R2,E5,RS5,M2,LT4,FS2,PM5,T1,TX3,CR3,IP2,PO1,5434.19
T9311,20240624,C103,A102,P101,B100,TT4,CUR1,CH5,R3,E5,RS4,M5,LT1,FS1,PM5,T3,TX2,CR3,IP4,PO3,362.02
T9312,20240603,C100,A103,P104,B104,TT3,CUR3,CH2,R3,E3,RS2,M3,LT5,FS4,PM2,T1,TX2,CR4,IP1,PO3,9765.52
T9313,20240830,C103,A102,P103,B101,TT5,CUR1,CH2,R1,E3,RS2,M1,LT3,FS5,PM3,T1,TX3,CR3,IP1,PO4,1973.56
T9314,20241025,C103,A103,P102,B101,TT5,CUR3,CH5,R2,E4,RS1,M2,LT4,FS4,PM1,T2,TX1,CR4,IP3,PO1,178.56
T9315,20240915,C104,A101,P100,B101,TT4,CUR4,CH3,R1,E5,RS2,M5,LT5,FS2,PM1,T2,TX3,CR5,IP5,PO1,2627.34
T9316,20240429,C102,A102,P104,B100,TT4,CUR2,CH2,R4,E4,RS2,M1,LT5,FS1,PM1,T4,TX3,CR5,IP1,PO1,5418.91
T9317,20240305,C100,A102,P101,B101,TT1,CUR3,CH5,R4,E5,RS4,M1,LT5,FS5,PM3,T4,TX3,CR3,IP4,PO2,2169.37
T9318,20240617,C101,A100,P102,B102,TT4,CUR1,CH3,R5,E4,RS4,M4,LT1,FS3,PM1,T5,TX2,CR5,IP3,PO4,7847.69
T9319,20240229,C104,A104,P101,B104,TT2,CUR2,CH4,R5,E1,RS1,M4,LT3,FS1,PM2,T1,TX2,CR4,IP5,PO1,6774.58
T9320,20240414,C100,A102,P103,B103,TT5,CUR5,CH3,R5,E4,RS5,M4,LT3,FS5,PM4,T3,TX4,CR4,IP5,PO3,4049.7
T9321,20240315,C103,A104,P101,B104,TT3,CUR3,CH4,R5,E1,RS1,M4,LT2,FS1,PM1,T3,TX5,CR1,IP1,PO5,9220.49
T9322,20240418,C101,A103,P100,B101,TT3,CUR4,CH5,R3,E5,RS2,M1,LT5,FS1,PM2,T1,TX4,CR2,IP5,PO3,2852.94
T9323,20241017,C104,A104,P101,B100,TT5,CUR1,CH2,R3,E3,RS5,M4,LT3,FS1,PM4,T5,TX1,CR1,IP3,PO1,8161.28
T9324,20240128,C102,A103,P104,B101,TT5,CUR2,CH3,R5,E2,RS4,M5,LT3,FS2,PM5,T1,TX2,CR2,IP3,PO1,5087.52
T9325,20241004,C103,A101,P100,B102,TT5,CUR5,CH1,R5,E5,RS3,M3,LT1,FS1,PM4,T2,TX4,CR2,IP2,PO5,4580.57
T9326,20240927,C104,A100,P103,B100,TT5,CUR4,CH1,R5,E4,RS1,M3,LT3,FS5,PM4,T2,TX1,CR2,IP5,PO4,6329.09
T9327,20240506,C104,A104,P101,B102,TT1,CUR2,CH3,R1,E3,RS1,M4,LT2,FS3,PM3,T1,TX2,CR4,IP2,PO4,5062.9
T9328,20240115,C100,A103,P101,B103,TT5,CUR2,CH3,R2,E1,RS3,M3,LT2,FS5,PM4,T5,TX3,CR5,IP3,PO1,233.45
T9329,20240505,C102,A102,P104,B101,TT1,CUR5,CH1,R5,E2,RS2,M4,LT1,FS2,PM1,T2,TX3,CR2,IP2,PO3,762.84
T9330,20240929,C104,A100,P102,B103,TT3,CUR5,CH4,R4,E2,RS2,M1,LT1,FS5,PM1,T5,TX2,CR2,IP3,PO4,4916.66
T9331,20240323,C102,A101,P103,B104,TT2,CUR2,CH3,R5,E4,RS2,M2,LT1,FS3,PM3,T5,TX4,CR4,IP2,PO1,72.37
T9332,20240618,C104,A100,P100,B101,TT1,CUR5,CH5,R4,E2,RS3,M5,LT5,FS1,PM4,T2,TX5,CR4,IP1,PO5,6029.81
T9333,20240510,C100,A101,P104,B104,TT4,CUR5,CH1,R2,E5,RS2,M4,LT1,FS3,PM4,T3,TX4,CR2,IP2,PO2,9368.82
T9334,20240410,C103,A104,P101,B103,TT2,CUR5,CH3,R5,E3,RS3,M3,LT3,FS1,PM1,T4,TX1,CR4,IP3,PO5,7708.39
T9335,20240701,C101,A101,P103,B103,TT1,CUR3,CH5,R1,E4,RS2,M3,LT3,FS2,PM2,T4,TX4,CR3,IP5,PO3,3024.12
T9336,20241019,C100,A101,P101,B103,TT1,CUR4,CH4,R5,E3,RS2,M1,LT5,FS1,PM5,T1,TX2,CR1,IP2,PO1,9349.72
T9337,20240110,C100,A104,P101,B100,TT1,CUR4,CH4,R1,E2,RS2,M5,LT5,FS4,PM2,T5,TX2,CR2,IP3,PO2,5540.68
T9338,20240605,C104,A101,P103,B103,TT2,CUR3,CH4,R4,E2,RS3,M5,LT2,FS5,PM4,T5,TX5,CR2,IP3,PO5,5792.71
T9339,20241014,C102,A104,P104,B103,TT2,CUR3,CH4,R5,E5,RS4,M1,LT4,FS4,PM1,T1,TX3,CR1,IP2,PO3,7859.79
T9340,20241226,C101,A101,P103,B100,TT4,CUR2,CH4,R4,E1,RS3,M3,LT5,FS5,PM1,T1,TX2,CR5,IP3,PO3,3327.27
T9341,20241219,C101,A103,P101,B103,TT1,CUR1,CH1,R3,E4,RS1,M4,LT3,FS1,PM2,T5,TX5,CR5,IP5,PO1,7143.65
T9342,20240325,C101,A104,P102,B100,TT3,CUR5,CH5,R2,E2,RS4,M5,LT2,FS3,PM3,T5,TX4,CR3,IP5,PO5,7167.92
T9343,20240604,C102,A101,P100,B100,TT4,CUR1,CH5,R2,E3,RS2,M2,LT4,FS3,PM4,T3,TX2,CR3,IP4,PO5,8050.15
T9344,20241103,C100,A104,P100,B104,TT3,CUR4,CH2,R1,E4,RS1,M2,LT2,FS3,PM4,T4,TX5,CR1,IP1,PO4,5030.59
T9345,20240429,C100,A101,P100,B101,TT2,CUR1,CH1,R2,E5,RS1,M3,LT4,FS4,PM4,T1,TX5,CR3,IP2,PO3,5365.58
T9346,20240612,C102,A103,P100,B104,TT3,CUR3,CH2,R5,E3,RS4,M4,LT3,FS4,PM2,T5,TX2,CR5,IP1,PO1,2368.79
T9347,20240928,C100,A102,P103,B101,TT5,CUR5,CH2,R5,E5,RS1,M3,LT5,FS3,PM5,T5,TX3,CR5,IP2,PO4,4667.98
T9348,20240709,C101,A102,P103,B104,TT3,CUR3,CH2,R2,E2,RS4,M4,LT4,FS2,PM5,T3,TX1,CR5,IP2,PO1,7520.76
T9349,20240101,C102,A103,P103,B103,TT2,CUR4,CH1,R3,E4,RS2,M4,LT5,FS3,PM4,T2,TX4,CR2,IP1,PO5,9258.37
T9350,20240506,C102,A104,P102,B103,TT3,CUR4,CH1,R3,E2,RS2,M3,LT5,FS2,PM1,T1,TX4,CR5,IP1,PO3,7162.47
T9351,20240508,C104,A100,P102,B103,TT5,CUR5,CH4,R5,E1,RS2,M3,LT2,FS1,PM4,T2,TX2,CR2,IP1,PO4,2979.02
T9352,20241207,C102,A102,P101,B102,TT4,CUR4,CH5,R2,E1,RS3,M4,LT3,FS3,PM4,T4,TX1,CR3,IP4,PO4,4047.42
T9353,20240627,C103,A101,P101,B101,TT2,CUR1,CH5,R2,E1,RS1,M2,LT1,FS1,PM1,T5,TX5,CR3,IP1,PO1,1340.61
T9354,20240328,C103,A100,P100,B101,TT5,CUR1,CH5,R2,E2,RS5,M1,LT2,FS4,PM3,T4,TX1,CR1,IP1,PO5,1558.37
T9355,20241209,C100,A101,P101,B104,TT4,CUR5,CH2,R1,E2,RS3,M1,LT2,FS2,PM4,T1,TX5,CR2,IP3,PO5,7450.35
T9356,20240718,C103,A102,P100,B101,TT2,CUR3,CH3,R1,E2,RS5,M1,LT4,FS3,PM3,T5,TX5,CR2,IP4,PO4,7938.86
T9357,20240620,C103,A101,P103,B102,TT1,CUR1,CH5,R3,E5,RS3,M2,LT1,FS4,PM4,T5,TX3,CR1,IP2,PO5,4522.17
T9358,20240426,C101,A101,P103,B103,TT4,CUR2,CH3,R2,E4,RS5,M2,LT1,FS5,PM4,T2,TX1,CR2,IP3,PO4,5805.2
T9359,20240316,C103,A101,P100,B103,TT3,CUR2,CH2,R1,E2,RS4,M1,LT1,FS1,PM4,T4,TX5,CR5,IP5,PO4,728.83
T9360,20240310,C100,A102,P102,B103,TT4,CUR3,CH2,R3,E5,RS5,M1,LT5,FS5,PM4,T4,TX4,CR1,IP1,PO2,2413.13
T9361,20241212,C103,A104,P103,B102,TT2,CUR3,CH5,R5,E5,RS2,M5,LT1,FS5,PM1,T1,TX2,CR5,IP1,PO4,9773.22
T9362,20240316,C103,A101,P103,B102,TT1,CUR5,CH3,R4,E3,RS4,M3,LT1,FS5,PM4,T1,TX4,CR4,IP1,PO1,1747.75
T9363,20240802,C101,A104,P100,B102,TT5,CUR4,CH2,R5,E2,RS2,M3,LT3,FS4,PM2,T3,TX4,CR5,IP1,PO2,1286.54
T9364,20240607,C100,A104,P101,B101,TT1,CUR2,CH3,R5,E2,RS2,M1,LT1,FS5,PM2,T5,TX2,CR5,IP2,PO5,2422.89
T9365,20240819,C100,A103,P100,B103,TT4,CUR1,CH1,R5,E5,RS1,M1,LT1,FS2,PM2,T2,TX4,CR1,IP4,PO1,9406.82
T9366,20240601,C101,A100,P101,B103,TT3,CUR5,CH5,R4,E2,RS3,M1,LT3,FS1,PM1,T2,TX1,CR5,IP1,PO3,8746.18
T9367,20240804,C104,A103,P103,B101,TT4,CUR1,CH2,R4,E4,RS3,M2,LT5,FS3,PM3,T3,TX3,CR4,IP3,PO3,4401.47
T9368,20240103,C100,A100,P101,B103,TT4,CUR2,CH2,R2,E1,RS4,M4,LT1,FS5,PM4,T5,TX2,CR2,IP5,PO3,8943.0
T9369,20240820,C100,A102,P101,B103,TT2,CUR1,CH2,R5,E1,RS3,M2,LT2,FS4,PM3,T5,TX1,CR2,IP4,PO2,4940.79
T9370,20240102,C100,A101,P101,B100,TT2,CUR1,CH4,R3,E2,RS5,M4,LT5,FS4,PM1,T2,TX1,CR2,IP3,PO5,3664.5
T9371,20240319,C104,A101,P102,B102,TT5,CUR5,CH4,R5,E2,RS1,M5,LT1,FS2,PM1,T5,TX4,CR2,IP4,PO4,3132.52
T9372,20240806,C100,A103,P101,B104,TT1,CUR1,CH3,R2,E1,RS2,M3,LT4,FS3,PM4,T5,TX5,CR3,IP3,PO3,8903.88
T9373,20241130,C101,A104,P101,B102,TT4,CUR3,CH1,R3,E5,RS5,M2,LT1,FS5,PM3,T2,TX2,CR2,IP2,PO3,1849.8
T9374,20240907,C104,A100,P101,B103,TT3,CUR2,CH1,R2,E4,RS2,M1,LT3,FS4,PM4,T5,TX3,CR4,IP5,PO5,8292.02
T9375,20240924,C103,A103,P104,B104,TT5,CUR2,CH1,R1,E4,RS4,M3,LT4,FS5,PM5,T3,TX4,CR3,IP5,PO5,6657.57
T9376,20240807,C100,A104,P101,B103,TT5,CUR5,CH1,R5,E4,RS1,M3,LT3,FS1,PM1,T5,TX3,CR4,IP1,PO2,8087.93
T9377,20240216,C100,A100,P103,B103,TT5,CUR4,CH5,R2,E2,RS3,M5,LT4,FS1,PM5,T1,TX2,CR2,IP2,PO2,7512.85
T9378,20241125,C102,A103,P100,B100,TT3,CUR2,CH1,R5,E1,RS1,M1,LT2,FS3,PM1,T3,TX3,CR5,IP4,PO4,7505.66
T9379,20240227,C103,A104,P103,B102,TT2,CUR4,CH5,R4,E3,RS3,M2,LT4,FS3,PM1,T5,TX3,CR2,IP5,PO1,8060.85
T9380,20240530,C102,A103,P104,B103,TT4,CUR5,CH3,R5,E3,RS2,M4,LT1,FS1,PM5,T1,TX1,CR4,IP2,PO4,1813.29
T9381,20240909,C102,A102,P102,B102,TT4,CUR2,CH2,R4,E3,RS2,M2,LT2,FS4,PM1,T5,TX3,CR2,IP2,PO2,714.69
T9382,20241015,C102,A103,P100,B100,TT2,CUR5,CH4,R4,E5,RS3,M4,LT5,FS1,PM5,T5,TX3,CR3,IP4,PO4,6244.87
T9383,20240430,C104,A101,P102,B100,TT4,CUR1,CH5,R2,E4,RS1,M2,LT1,FS1,PM5,T1,TX3,CR4,IP3,PO5,9571.91
T9384,20241201,C104,A100,P101,B103,TT5,CUR4,CH3,R1,E5,RS1,M3,LT2,FS2,PM2,T3,TX2,CR2,IP4,PO4,8231.71
T9385,20241219,C100,A104,P102,B101,TT2,CUR1,CH2,R5,E1,RS1,M2,LT1,FS3,PM2,T5,TX3,CR2,IP1,PO4,5362.43
T9386,20240330,C100,A101,P102,B101,TT2,CUR3,CH5,R3,E3,RS4,M1,LT3,FS3,PM4,T4,TX2,CR4,IP4,PO5,2105.98
T9387,20240412,C104,A103,P103,B103,TT5,CUR1,CH4,R4,E3,RS1,M5,LT5,FS3,PM2,T4,TX4,CR5,IP4,PO3,3473.88
T9388,20241224,C103,A104,P104,B102,TT3,CUR1,CH1,R1,E4,RS2,M4,LT4,FS4,PM3,T5,TX2,CR5,IP2,PO4,9507.46
T9389,20240724,C102,A101,P101,B101,TT1,CUR3,CH4,R1,E5,RS2,M2,LT2,FS2,PM1,T5,TX4,CR1,IP4,PO4,8817.18
T9390,20241226,C102,A102,P104,B103,TT3,CUR3,CH2,R5,E4,RS5,M4,LT4,FS1,PM4,T5,TX3,CR3,IP1,PO2,2131.74
T9391,20240817,C100,A102,P102,B101,TT2,CUR2,CH3,R2,E4,RS2,M3,LT1,FS1,PM2,T5,TX4,CR5,IP3,PO3,8008.59
T9392,20240305,C102,A101,P102,B102,TT5,CUR3,CH2,R3,E5,RS1,M2,LT3,FS2,PM2,T5,TX4,CR5,IP1,PO1,8888.61
T9393,20240126,C100,A103,P100,B102,TT5,CUR4,CH3,R5,E2,RS3,M4,LT2,FS5,PM3,T2,TX2,CR1,IP3,PO4,2456.77
T9394,20241122,C104,A101,P102,B102,TT5,CUR5,CH5,R3,E2,RS2,M4,LT5,FS4,PM4,T2,TX2,CR2,IP3,PO2,6208.9
T9395,20240715,C101,A102,P102,B104,TT2,CUR4,CH1,R1,E2,RS4,M2,LT4,FS5,PM1,T3,TX4,CR3,IP3,PO4,1321.56
T9396,20240730,C104,A100,P104,B104,TT2,CUR3,CH5,R3,E2,RS5,M3,LT3,FS3,PM3,T5,TX2,CR1,IP3,PO2,6280.96
T9397,20240217,C101,A100,P104,B100,TT2,CUR4,CH4,R3,E4,RS1,M3,LT5,FS2,PM1,T5,TX2,CR2,IP2,PO1,4128.04
T9398,20241206,C100,A100,P100,B100,TT1,CUR3,CH4,R3,E2,RS3,M5,LT4,FS4,PM4,T1,TX5,CR1,IP5,PO1,5696.72
T9399,20240528,C103,A101,P101,B101,TT2,CUR2,CH1,R1,E4,RS5,M5,LT4,FS3,PM2,T2,TX3,CR1,IP3,PO1,4518.72
T9400,20240706,C100,A102,P100,B100,TT2,CUR1,CH1,R3,E4,RS5,M2,LT2,FS2,PM2,T2,TX2,CR4,IP1,PO1,4291.08
T9401,20240320,C101,A101,P104,B102,TT5,CUR4,CH4,R4,E4,RS2,M3,LT4,FS1,PM5,T4,TX3,CR2,IP1,PO1,5596.66
T9402,20240202,C102,A103,P104,B103,TT5,CUR1,CH3,R4,E2,RS1,M4,LT3,FS2,PM3,T4,TX4,CR4,IP5,PO4,8244.42
T9403,20240725,C101,A103,P101,B101,TT1,CUR1,CH1,R1,E5,RS5,M5,LT1,FS2,PM4,T4,TX2,CR1,IP5,PO3,8167.25
T9404,20241011,C100,A102,P103,B102,TT4,CUR2,CH5,R3,E5,RS2,M1,LT5,FS5,PM2,T3,TX1,CR2,IP3,PO5,7796.82
T9405,20241006,C104,A101,P103,B100,TT5,CUR5,CH3,R4,E5,RS3,M3,LT5,FS5,PM5,T4,TX2,CR5,IP3,PO1,8882.17
T9406,20240927,C103,A102,P100,B101,TT5,CUR3,CH1,R2,E2,RS2,M1,LT5,FS1,PM1,T5,TX5,CR4,IP1,PO4,4581.75
T9407,20240504,C104,A103,P104,B101,TT5,CUR2,CH3,R5,E3,RS2,M4,LT5,FS1,PM3,T2,TX5,CR1,IP1,PO5,8085.52
T9408,20240724,C100,A101,P102,B101,TT3,CUR4,CH3,R4,E2,RS1,M4,LT2,FS5,PM3,T1,TX5,CR5,IP1,PO5,3884.94
T9409,20241201,C102,A104,P101,B103,TT5,CUR3,CH4,R4,E2,RS1,M5,LT3,FS2,PM3,T1,TX5,CR3,IP3,PO5,1733.43
T9410,20240615,C101,A102,P103,B100,TT2,CUR2,CH2,R1,E3,RS2,M2,LT4,FS5,PM2,T3,TX5,CR1,IP4,PO4,4034.4
T9411,20241230,C102,A101,P100,B100,TT3,CUR5,CH2,R4,E2,RS1,M5,LT4,FS4,PM3,T4,TX3,CR2,IP4,PO4,1654.62
T9412,20240229,C100,A101,P101,B103,TT4,CUR4,CH3,R3,E4,RS3,M3,LT1,FS3,PM5,T3,TX4,CR5,IP5,PO2,9491.67
T9413,20240826,C101,A101,P103,B100,TT4,CUR2,CH2,R1,E1,RS1,M3,LT2,FS5,PM2,T3,TX3,CR1,IP2,PO4,3769.4
T9414,20240420,C100,A100,P102,B100,TT4,CUR3,CH3,R5,E3,RS3,M5,LT3,FS5,PM2,T3,TX2,CR1,IP5,PO3,5132.64
